date,store_id,region,product_id,category,year,month,day_of_week,weekend_flag,holiday_flag,regular_price,selling_price,competitor_price,unit_cost,discount_pct,promotion_flag,promotion_type,promotion_propensity,advertising_spend,supplier_cost_index,shipping_cost_index,weather_index,customer_traffic,inventory_level,stockout_flag,units_sold,revenue,gross_profit,true_price_elasticity
2024-08-12,S001,West,P009,Personal Care,2024,8,Monday,0,0,6.32,6.32,6.2,2.94,0.0,0,none,0.13,11.51,0.9832,0.9724,0.3116,964,26,0,23,145.42,77.8,-1.3
2024-08-12,S001,West,P010,Personal Care,2024,8,Monday,0,0,9.91,9.91,9.16,5.15,0.0,0,none,0.13,20.06,0.9832,0.9724,0.3116,964,18,0,17,168.4,80.93,-1.6
2024-08-12,S002,West,P001,Beverages,2024,8,Monday,0,0,4.25,4.25,4.36,2.06,0.0,0,none,0.16,17.91,0.9832,0.9724,0.3116,751,32,1,32,136.08,70.23,-1.8
2024-08-12,S002,West,P002,Beverages,2024,8,Monday,0,0,6.87,6.87,6.84,3.14,0.0,0,none,0.16,18.41,0.9832,0.9724,0.3116,751,29,1,29,199.31,108.37,-2.1
2024-08-12,S002,West,P003,Beverages,2024,8,Monday,0,0,9.16,9.16,9.21,4.51,0.0,0,none,0.16,18.27,0.9832,0.9724,0.3116,751,28,0,19,174.01,88.36,-2.4
2024-08-12,S002,West,P004,Grocery,2024,8,Monday,0,0,3.64,3.64,3.63,1.72,0.0,0,none,0.13,9.83,0.9832,0.9724,0.3116,751,31,0,20,72.87,38.57,-1.4
2024-08-12,S002,West,P005,Grocery,2024,8,Monday,0,0,5.43,5.43,5.33,2.5,0.0,0,none,0.13,16.74,0.9832,0.9724,0.3116,751,49,0,40,217.27,117.31,-1.7
2024-08-12,S002,West,P006,Grocery,2024,8,Monday,0,0,8.19,8.19,7.74,4.21,0.0,0,none,0.13,28.17,0.9832,0.9724,0.3116,751,26,0,22,180.18,87.48,-2.0
2024-08-12,S002,West,P007,Household,2024,8,Monday,0,0,7.27,7.27,6.91,3.72,0.0,0,none,0.13,19.26,0.9832,0.9724,0.3116,751,21,0,16,116.32,56.74,-1.2
2024-08-12,S002,West,P008,Household,2024,8,Monday,0,0,11.95,11.95,11.88,6.37,0.0,0,none,0.13,29.21,0.9832,0.9724,0.3116,751,13,0,4,47.8,22.32,-1.5
2024-08-12,S002,West,P009,Personal Care,2024,8,Monday,0,0,6.22,6.22,6.14,2.94,0.0,0,none,0.13,10.82,0.9832,0.9724,0.3116,751,29,0,14,87.07,45.91,-1.3
2024-08-12,S002,West,P010,Personal Care,2024,8,Monday,0,0,10.53,10.53,9.89,5.15,0.0,0,none,0.13,10.15,0.9832,0.9724,0.3116,751,23,0,15,157.93,80.76,-1.6
2024-08-12,S003,Central,P001,Beverages,2024,8,Monday,0,0,4.19,4.19,4.17,2.06,0.0,0,none,0.16,26.62,0.9832,0.9724,0.3116,1076,52,0,45,188.57,95.96,-1.8
2024-08-12,S003,Central,P002,Beverages,2024,8,Monday,0,0,6.75,6.75,7.55,3.14,0.0,0,none,0.16,16.69,0.9832,0.9724,0.3116,1076,48,0,40,269.91,144.47,-2.1
2024-08-12,S003,Central,P003,Beverages,2024,8,Monday,0,0,8.92,8.92,8.44,4.51,0.0,0,none,0.16,10.1,0.9832,0.9724,0.3116,1076,28,0,27,240.83,119.12,-2.4
2024-08-12,S003,Central,P004,Grocery,2024,8,Monday,0,0,3.71,3.71,3.99,1.72,0.0,0,none,0.13,14.35,0.9832,0.9724,0.3116,1076,58,0,58,215.35,115.88,-1.4
2024-08-12,S003,Central,P005,Grocery,2024,8,Monday,0,0,5.29,5.29,5.3,2.5,0.0,0,none,0.13,23.21,0.9832,0.9724,0.3116,1076,72,0,48,253.72,133.77,-1.7
2024-08-12,S003,Central,P006,Grocery,2024,8,Monday,0,0,8.66,8.66,8.47,4.21,0.0,0,none,0.13,11.0,0.9832,0.9724,0.3116,1076,38,0,33,285.69,146.63,-2.0
2024-08-12,S003,Central,P007,Household,2024,8,Monday,0,0,6.97,6.97,7.62,3.72,0.0,0,none,0.13,17.51,0.9832,0.9724,0.3116,1076,35,0,23,160.31,74.65,-1.2
2024-08-12,S003,Central,P008,Household,2024,8,Monday,0,0,12.43,12.43,13.74,6.37,0.0,0,none,0.13,18.28,0.9832,0.9724,0.3116,1076,19,1,19,236.23,115.2,-1.5
2024-08-12,S003,Central,P009,Personal Care,2024,8,Monday,0,0,6.25,6.25,6.27,2.94,0.0,0,none,0.13,22.91,0.9832,0.9724,0.3116,1076,40,0,32,200.13,106.05,-1.3
2024-08-12,S003,Central,P010,Personal Care,2024,8,Monday,0,0,11.02,11.02,11.15,5.15,0.0,0,none,0.13,18.65,0.9832,0.9724,0.3116,1076,31,0,22,242.34,129.15,-1.6
2024-08-12,S004,East,P001,Beverages,2024,8,Monday,0,0,4.26,4.26,4.5,2.06,0.0,0,none,0.16,16.11,0.9832,0.9724,0.3116,755,61,0,53,226.0,116.93,-1.8
2024-08-12,S004,East,P002,Beverages,2024,8,Monday,0,0,6.77,5.75,6.69,3.14,0.15,1,bundle_offer,0.16,62.09,0.9832,0.9724,0.3116,755,95,0,66,379.77,172.79,-2.1
2024-08-12,S004,East,P003,Beverages,2024,8,Monday,0,0,9.42,9.42,9.8,4.51,0.0,0,none,0.16,23.51,0.9832,0.9724,0.3116,755,31,0,21,197.87,103.2,-2.4
2024-08-12,S004,East,P004,Grocery,2024,8,Monday,0,0,4.01,4.01,3.98,1.72,0.0,0,none,0.13,5.73,0.9832,0.9724,0.3116,755,84,0,60,240.31,137.41,-1.4
2024-08-12,S004,East,P005,Grocery,2024,8,Monday,0,0,5.26,5.26,5.25,2.5,0.0,0,none,0.13,19.68,0.9832,0.9724,0.3116,755,34,1,34,178.74,93.78,-1.7
2024-08-12,S004,East,P006,Grocery,2024,8,Monday,0,0,8.2,8.2,7.93,4.21,0.0,0,none,0.13,30.3,0.9832,0.9724,0.3116,755,19,1,19,155.72,75.65,-2.0
2024-08-12,S004,East,P007,Household,2024,8,Monday,0,0,7.14,7.14,7.45,3.72,0.0,0,none,0.13,5.8,0.9832,0.9724,0.3116,755,21,0,18,128.46,61.43,-1.2
2024-08-12,S004,East,P008,Household,2024,8,Monday,0,0,12.32,12.32,14.14,6.37,0.0,0,none,0.13,14.03,0.9832,0.9724,0.3116,755,23,0,15,184.76,89.21,-1.5
2024-08-12,S004,East,P009,Personal Care,2024,8,Monday,0,0,6.44,6.44,5.87,2.94,0.0,0,none,0.13,29.61,0.9832,0.9724,0.3116,755,33,0,26,167.48,91.04,-1.3
2024-08-12,S004,East,P010,Personal Care,2024,8,Monday,0,0,10.66,10.66,11.58,5.15,0.0,0,none,0.13,14.95,0.9832,0.9724,0.3116,755,15,1,15,159.86,82.68,-1.6
2024-08-12,S005,East,P001,Beverages,2024,8,Monday,0,0,4.32,4.32,4.33,2.06,0.0,0,none,0.16,11.05,0.9832,0.9724,0.3116,679,35,0,31,133.85,70.05,-1.8
2024-08-12,S005,East,P002,Beverages,2024,8,Monday,0,0,6.82,6.82,7.22,3.14,0.0,0,none,0.16,5.18,0.9832,0.9724,0.3116,679,40,0,22,149.99,81.0,-2.1
2024-08-12,S005,East,P003,Beverages,2024,8,Monday,0,0,8.84,8.84,8.49,4.51,0.0,0,none,0.16,16.21,0.9832,0.9724,0.3116,679,24,0,20,176.88,86.71,-2.4
2024-08-12,S005,East,P004,Grocery,2024,8,Monday,0,0,3.84,3.84,4.3,1.72,0.0,0,none,0.13,7.7,0.9832,0.9724,0.3116,679,50,0,34,130.65,72.34,-1.4
2024-08-12,S005,East,P005,Grocery,2024,8,Monday,0,0,5.06,3.8,5.02,2.5,0.25,1,percentage_discount,0.13,67.65,0.9832,0.9724,0.3116,679,78,0,54,205.02,70.07,-1.7
2024-08-12,S005,East,P006,Grocery,2024,8,Monday,0,0,8.28,8.28,9.82,4.21,0.0,0,none,0.13,17.89,0.9832,0.9724,0.3116,679,21,1,21,173.93,85.44,-2.0
2024-08-12,S005,East,P007,Household,2024,8,Monday,0,0,7.49,6.74,7.48,3.72,0.1,1,percentage_discount,0.13,82.95,0.9832,0.9724,0.3116,679,40,0,39,262.86,117.63,-1.2
2024-08-12,S005,East,P008,Household,2024,8,Monday,0,0,12.64,12.64,12.79,6.37,0.0,0,none,0.13,31.59,0.9832,0.9724,0.3116,679,14,1,14,176.92,87.74,-1.5
2024-08-12,S005,East,P009,Personal Care,2024,8,Monday,0,0,6.22,4.97,5.74,2.94,0.2,1,percentage_discount,0.13,71.16,0.9832,0.9724,0.3116,679,50,0,37,184.03,75.25,-1.3
2024-08-12,S005,East,P010,Personal Care,2024,8,Monday,0,0,11.05,8.29,10.82,5.15,0.25,1,percentage_discount,0.13,58.29,0.9832,0.9724,0.3116,679,53,0,48,397.81,150.85,-1.6
2024-08-13,S001,West,P001,Beverages,2024,8,Tuesday,0,0,4.51,4.51,4.32,2.06,0.0,0,none,0.16,20.85,0.9821,0.9773,0.3853,872,66,0,55,248.25,134.99,-1.8
2024-08-13,S001,West,P002,Beverages,2024,8,Tuesday,0,0,6.8,6.8,7.24,3.14,0.0,0,none,0.16,32.16,0.9821,0.9773,0.3853,872,65,0,43,292.35,157.41,-2.1
2024-08-13,S001,West,P003,Beverages,2024,8,Tuesday,0,0,9.4,8.46,8.85,4.51,0.1,1,feature_display,0.16,52.83,0.9821,0.9773,0.3853,872,59,0,55,465.32,217.21,-2.4
2024-08-13,S001,West,P004,Grocery,2024,8,Tuesday,0,0,3.96,3.49,4.11,1.72,0.12,1,bundle_offer,0.13,85.85,0.9821,0.9773,0.3853,872,163,0,115,400.8,203.44,-1.4
2024-08-13,S001,West,P005,Grocery,2024,8,Tuesday,0,0,5.44,5.44,5.83,2.5,0.0,0,none,0.13,11.06,0.9821,0.9773,0.3853,872,74,0,49,266.6,144.07,-1.7
2024-08-13,S001,West,P006,Grocery,2024,8,Tuesday,0,0,8.84,8.84,9.28,4.22,0.0,0,none,0.13,29.27,0.9821,0.9773,0.3853,872,51,0,38,336.03,175.79,-2.0
2024-08-13,S001,West,P007,Household,2024,8,Tuesday,0,0,7.47,7.47,7.45,3.73,0.0,0,none,0.13,25.41,0.9821,0.9773,0.3853,872,42,0,34,254.06,127.36,-1.2
2024-08-13,S001,West,P008,Household,2024,8,Tuesday,0,0,13.11,13.11,13.9,6.37,0.0,0,none,0.13,7.32,0.9821,0.9773,0.3853,872,24,0,15,196.71,101.09,-1.5
2024-08-13,S001,West,P009,Personal Care,2024,8,Tuesday,0,0,6.09,5.48,6.42,2.94,0.1,1,percentage_discount,0.13,42.05,0.9821,0.9773,0.3853,872,37,1,37,202.83,93.98,-1.3
2024-08-13,S001,West,P010,Personal Care,2024,8,Tuesday,0,0,10.41,10.41,9.83,5.15,0.0,0,none,0.13,15.15,0.9821,0.9773,0.3853,872,16,1,16,166.54,84.17,-1.6
2024-08-13,S002,West,P001,Beverages,2024,8,Tuesday,0,0,4.25,3.83,4.53,2.06,0.1,1,percentage_discount,0.16,60.35,0.9821,0.9773,0.3853,628,70,0,43,164.62,76.07,-1.8
2024-08-13,S002,West,P002,Beverages,2024,8,Tuesday,0,0,6.54,6.54,6.4,3.14,0.0,0,none,0.16,0.0,0.9821,0.9773,0.3853,628,29,1,29,189.57,98.56,-2.1
2024-08-13,S002,West,P003,Beverages,2024,8,Tuesday,0,0,9.07,9.07,9.6,4.51,0.0,0,none,0.16,13.5,0.9821,0.9773,0.3853,628,23,0,18,163.2,82.0,-2.4
2024-08-13,S002,West,P004,Grocery,2024,8,Tuesday,0,0,3.98,3.98,4.12,1.72,0.0,0,none,0.13,15.84,0.9821,0.9773,0.3853,628,63,0,58,230.64,131.11,-1.4
2024-08-13,S002,West,P005,Grocery,2024,8,Tuesday,0,0,5.16,5.16,4.75,2.5,0.0,0,none,0.13,11.1,0.9821,0.9773,0.3853,628,43,0,21,108.27,55.76,-1.7
2024-08-13,S002,West,P006,Grocery,2024,8,Tuesday,0,0,8.51,8.51,7.91,4.22,0.0,0,none,0.13,29.18,0.9821,0.9773,0.3853,628,24,0,18,153.25,77.35,-2.0
2024-08-13,S002,West,P007,Household,2024,8,Tuesday,0,0,7.28,7.28,8.19,3.73,0.0,0,none,0.13,5.75,0.9821,0.9773,0.3853,628,21,1,21,152.86,74.61,-1.2
2024-08-13,S002,West,P008,Household,2024,8,Tuesday,0,0,12.37,12.37,12.7,6.37,0.0,0,none,0.13,4.14,0.9821,0.9773,0.3853,628,11,1,11,136.04,65.93,-1.5
2024-08-13,S002,West,P009,Personal Care,2024,8,Tuesday,0,0,6.14,6.14,6.19,2.94,0.0,0,none,0.13,16.99,0.9821,0.9773,0.3853,628,22,0,18,110.58,57.63,-1.3
2024-08-13,S002,West,P010,Personal Care,2024,8,Tuesday,0,0,9.74,9.74,9.42,5.15,0.0,0,none,0.13,25.95,0.9821,0.9773,0.3853,628,15,0,5,48.69,22.94,-1.6
2024-08-13,S003,Central,P001,Beverages,2024,8,Tuesday,0,0,4.09,4.09,4.16,2.06,0.0,0,none,0.16,22.51,0.9821,0.9773,0.3853,1119,47,1,47,192.02,95.23,-1.8
2024-08-13,S003,Central,P002,Beverages,2024,8,Tuesday,0,0,6.47,6.47,6.61,3.14,0.0,0,none,0.16,9.44,0.9821,0.9773,0.3853,1119,37,1,37,239.52,123.41,-2.1
2024-08-13,S003,Central,P003,Beverages,2024,8,Tuesday,0,0,9.11,9.11,8.66,4.51,0.0,0,none,0.16,11.19,0.9821,0.9773,0.3853,1119,39,0,33,300.79,151.93,-2.4
2024-08-13,S003,Central,P004,Grocery,2024,8,Tuesday,0,0,3.95,3.55,4.02,1.72,0.1,1,feature_display,0.13,60.77,0.9821,0.9773,0.3853,1119,100,1,100,355.14,183.52,-1.4
2024-08-13,S003,Central,P005,Grocery,2024,8,Tuesday,0,0,5.38,5.38,5.18,2.5,0.0,0,none,0.13,24.66,0.9821,0.9773,0.3853,1119,73,0,60,323.03,172.99,-1.7
2024-08-13,S003,Central,P006,Grocery,2024,8,Tuesday,0,0,8.59,8.59,8.9,4.22,0.0,0,none,0.13,13.33,0.9821,0.9773,0.3853,1119,49,0,43,369.42,188.1,-2.0
2024-08-13,S003,Central,P007,Household,2024,8,Tuesday,0,0,7.01,7.01,6.73,3.73,0.0,0,none,0.13,27.57,0.9821,0.9773,0.3853,1119,23,1,23,161.12,75.41,-1.2
2024-08-13,S003,Central,P008,Household,2024,8,Tuesday,0,0,12.91,12.91,13.31,6.37,0.0,0,none,0.13,9.53,0.9821,0.9773,0.3853,1119,29,1,29,374.28,189.43,-1.5
2024-08-13,S003,Central,P009,Personal Care,2024,8,Tuesday,0,0,6.36,6.36,6.78,2.94,0.0,0,none,0.13,21.73,0.9821,0.9773,0.3853,1119,45,0,30,190.89,102.63,-1.3
2024-08-13,S003,Central,P010,Personal Care,2024,8,Tuesday,0,0,10.63,9.78,10.11,5.15,0.08,1,feature_display,0.13,55.31,0.9821,0.9773,0.3853,1119,39,0,37,361.92,171.43,-1.6
2024-08-13,S004,East,P001,Beverages,2024,8,Tuesday,0,0,4.39,4.39,4.48,2.06,0.0,0,none,0.16,5.52,0.9821,0.9773,0.3853,811,64,0,43,188.77,100.22,-1.8
2024-08-13,S004,East,P002,Beverages,2024,8,Tuesday,0,0,6.51,6.51,6.62,3.14,0.0,0,none,0.16,21.75,0.9821,0.9773,0.3853,811,22,1,22,143.28,74.24,-2.1
2024-08-13,S004,East,P003,Beverages,2024,8,Tuesday,0,0,9.18,9.18,10.05,4.51,0.0,0,none,0.16,17.75,0.9821,0.9773,0.3853,811,36,0,26,238.71,121.42,-2.4
2024-08-13,S004,East,P004,Grocery,2024,8,Tuesday,0,0,3.85,3.85,3.98,1.72,0.0,0,none,0.13,22.87,0.9821,0.9773,0.3853,811,67,0,45,173.03,95.8,-1.4
2024-08-13,S004,East,P005,Grocery,2024,8,Tuesday,0,0,5.35,5.35,5.31,2.5,0.0,0,none,0.13,18.19,0.9821,0.9773,0.3853,811,56,0,42,224.84,119.81,-1.7
2024-08-13,S004,East,P006,Grocery,2024,8,Tuesday,0,0,8.31,8.31,9.01,4.22,0.0,0,none,0.13,18.56,0.9821,0.9773,0.3853,811,29,0,26,216.15,106.51,-2.0
2024-08-13,S004,East,P007,Household,2024,8,Tuesday,0,0,6.81,6.81,6.3,3.73,0.0,0,none,0.13,20.29,0.9821,0.9773,0.3853,811,20,0,14,95.3,43.13,-1.2
2024-08-13,S004,East,P008,Household,2024,8,Tuesday,0,0,13.24,13.24,13.39,6.37,0.0,0,none,0.13,11.72,0.9821,0.9773,0.3853,811,25,0,15,198.65,103.04,-1.5
2024-08-13,S004,East,P009,Personal Care,2024,8,Tuesday,0,0,6.16,6.16,6.82,2.94,0.0,0,none,0.13,18.74,0.9821,0.9773,0.3853,811,29,0,28,172.48,90.11,-1.3
2024-08-13,S004,East,P010,Personal Care,2024,8,Tuesday,0,0,10.96,9.32,11.35,5.15,0.15,1,percentage_discount,0.13,42.97,0.9821,0.9773,0.3853,811,49,0,42,391.24,175.0,-1.6
2024-08-13,S005,East,P001,Beverages,2024,8,Tuesday,0,0,4.25,4.25,4.61,2.06,0.0,0,none,0.16,23.75,0.9821,0.9773,0.3853,756,29,1,29,123.28,63.55,-1.8
2024-08-13,S005,East,P002,Beverages,2024,8,Tuesday,0,0,6.68,6.68,5.72,3.14,0.0,0,none,0.16,14.69,0.9821,0.9773,0.3853,756,32,0,27,180.26,95.53,-2.1
2024-08-13,S005,East,P003,Beverages,2024,8,Tuesday,0,0,9.37,9.37,9.6,4.51,0.0,0,none,0.16,16.35,0.9821,0.9773,0.3853,756,21,1,21,196.76,102.03,-2.4
2024-08-13,S005,East,P004,Grocery,2024,8,Tuesday,0,0,3.8,3.8,3.85,1.72,0.0,0,none,0.13,21.43,0.9821,0.9773,0.3853,756,56,0,45,170.96,93.73,-1.4
2024-08-13,S005,East,P005,Grocery,2024,8,Tuesday,0,0,5.25,5.25,5.23,2.5,0.0,0,none,0.13,20.85,0.9821,0.9773,0.3853,756,47,0,33,173.13,90.61,-1.7
2024-08-13,S005,East,P006,Grocery,2024,8,Tuesday,0,0,8.75,8.75,9.61,4.22,0.0,0,none,0.13,14.0,0.9821,0.9773,0.3853,756,25,1,25,218.69,113.27,-2.0
2024-08-13,S005,East,P007,Household,2024,8,Tuesday,0,0,7.42,7.42,7.47,3.73,0.0,0,none,0.13,15.89,0.9821,0.9773,0.3853,756,28,0,26,193.05,96.16,-1.2
2024-08-13,S005,East,P008,Household,2024,8,Tuesday,0,0,12.2,12.2,12.62,6.37,0.0,0,none,0.13,21.17,0.9821,0.9773,0.3853,756,18,0,13,158.65,75.79,-1.5
2024-08-13,S005,East,P009,Personal Care,2024,8,Tuesday,0,0,6.32,6.32,5.96,2.94,0.0,0,none,0.13,28.53,0.9821,0.9773,0.3853,756,31,0,25,157.88,84.33,-1.3
2024-08-13,S005,East,P010,Personal Care,2024,8,Tuesday,0,0,10.72,9.44,10.95,5.15,0.12,1,bundle_offer,0.13,82.82,0.9821,0.9773,0.3853,756,39,0,28,264.23,120.07,-1.6
2024-08-14,S001,West,P001,Beverages,2024,8,Wednesday,0,0,4.34,4.34,4.27,2.06,0.0,0,none,0.16,11.83,0.9802,0.9815,0.1752,874,46,0,42,182.42,95.93,-1.8
2024-08-14,S001,West,P002,Beverages,2024,8,Wednesday,0,0,6.6,6.6,7.22,3.14,0.0,0,none,0.16,14.43,0.9802,0.9815,0.1752,874,46,0,20,131.97,69.22,-2.1
2024-08-14,S001,West,P003,Beverages,2024,8,Wednesday,0,0,9.06,9.06,9.36,4.51,0.0,0,none,0.16,20.52,0.9802,0.9815,0.1752,874,32,1,32,289.98,145.64,-2.4
2024-08-14,S001,West,P004,Grocery,2024,8,Wednesday,0,0,3.86,3.86,3.6,1.72,0.0,0,none,0.13,19.87,0.9802,0.9815,0.1752,874,67,0,64,247.28,137.46,-1.4
2024-08-14,S001,West,P005,Grocery,2024,8,Wednesday,0,0,5.32,5.32,5.64,2.5,0.0,0,none,0.13,29.0,0.9802,0.9815,0.1752,874,35,1,35,186.08,98.57,-1.7
2024-08-14,S001,West,P006,Grocery,2024,8,Wednesday,0,0,8.58,8.58,9.12,4.22,0.0,0,none,0.13,14.64,0.9802,0.9815,0.1752,874,38,0,25,214.61,109.2,-2.0
2024-08-14,S001,West,P007,Household,2024,8,Wednesday,0,0,6.89,6.89,6.81,3.73,0.0,0,none,0.13,23.02,0.9802,0.9815,0.1752,874,18,1,18,124.06,56.99,-1.2
2024-08-14,S001,West,P008,Household,2024,8,Wednesday,0,0,12.25,9.19,12.52,6.37,0.25,1,percentage_discount,0.13,73.9,0.9802,0.9815,0.1752,874,51,0,43,395.18,121.11,-1.5
2024-08-14,S001,West,P009,Personal Care,2024,8,Wednesday,0,0,6.34,5.83,6.07,2.94,0.08,1,bundle_offer,0.13,58.44,0.9802,0.9815,0.1752,874,50,1,50,291.58,144.5,-1.3
2024-08-14,S001,West,P010,Personal Care,2024,8,Wednesday,0,0,10.71,10.71,11.02,5.15,0.0,0,none,0.13,18.75,0.9802,0.9815,0.1752,874,23,1,23,246.41,128.0,-1.6
2024-08-14,S002,West,P001,Beverages,2024,8,Wednesday,0,0,4.2,4.2,4.0,2.06,0.0,0,none,0.16,17.0,0.9802,0.9815,0.1752,757,37,0,30,125.93,64.15,-1.8
2024-08-14,S002,West,P002,Beverages,2024,8,Wednesday,0,0,6.59,5.93,6.67,3.14,0.1,1,percentage_discount,0.16,67.21,0.9802,0.9815,0.1752,757,58,0,43,255.2,120.27,-2.1
2024-08-14,S002,West,P003,Beverages,2024,8,Wednesday,0,0,9.03,6.77,8.25,4.51,0.25,1,percentage_discount,0.16,97.3,0.9802,0.9815,0.1752,757,65,1,65,440.12,146.93,-2.4
2024-08-14,S002,West,P004,Grocery,2024,8,Wednesday,0,0,3.86,3.86,3.97,1.72,0.0,0,none,0.13,5.58,0.9802,0.9815,0.1752,757,36,1,36,138.78,77.0,-1.4
2024-08-14,S002,West,P005,Grocery,2024,8,Wednesday,0,0,5.21,5.21,5.36,2.5,0.0,0,none,0.13,22.17,0.9802,0.9815,0.1752,757,38,0,27,140.73,73.22,-1.7
2024-08-14,S002,West,P006,Grocery,2024,8,Wednesday,0,0,8.69,8.69,9.33,4.22,0.0,0,none,0.13,11.62,0.9802,0.9815,0.1752,757,24,1,24,208.56,107.37,-2.0
2024-08-14,S002,West,P007,Household,2024,8,Wednesday,0,0,7.18,7.18,6.95,3.73,0.0,0,none,0.13,33.69,0.9802,0.9815,0.1752,757,21,1,21,150.83,72.58,-1.2
2024-08-14,S002,West,P008,Household,2024,8,Wednesday,0,0,12.25,9.19,11.74,6.37,0.25,1,percentage_discount,0.13,65.25,0.9802,0.9815,0.1752,757,24,0,21,192.89,59.04,-1.5
2024-08-14,S002,West,P009,Personal Care,2024,8,Wednesday,0,0,6.14,6.14,6.65,2.94,0.0,0,none,0.13,16.37,0.9802,0.9815,0.1752,757,19,0,15,92.13,48.0,-1.3
2024-08-14,S002,West,P010,Personal Care,2024,8,Wednesday,0,0,10.46,10.46,9.37,5.15,0.0,0,none,0.13,14.91,0.9802,0.9815,0.1752,757,17,0,9,94.14,47.8,-1.6
2024-08-14,S003,Central,P001,Beverages,2024,8,Wednesday,0,0,4.29,3.43,3.89,2.06,0.2,1,percentage_discount,0.16,63.78,0.9802,0.9815,0.1752,1025,112,0,91,312.06,124.68,-1.8
2024-08-14,S003,Central,P002,Beverages,2024,8,Wednesday,0,0,6.94,6.94,6.47,3.14,0.0,0,none,0.16,19.59,0.9802,0.9815,0.1752,1025,42,1,42,291.55,159.76,-2.1
2024-08-14,S003,Central,P003,Beverages,2024,8,Wednesday,0,0,9.46,9.46,9.38,4.51,0.0,0,none,0.16,42.92,0.9802,0.9815,0.1752,1025,59,0,32,302.66,158.32,-2.4
2024-08-14,S003,Central,P004,Grocery,2024,8,Wednesday,0,0,3.91,3.91,4.22,1.72,0.0,0,none,0.13,21.17,0.9802,0.9815,0.1752,1025,87,0,78,304.6,170.75,-1.4
2024-08-14,S003,Central,P005,Grocery,2024,8,Wednesday,0,0,5.33,4.91,5.69,2.5,0.08,1,feature_display,0.13,40.44,0.9802,0.9815,0.1752,1025,112,0,77,377.87,185.33,-1.7
2024-08-14,S003,Central,P006,Grocery,2024,8,Wednesday,0,0,8.65,8.65,8.42,4.22,0.0,0,none,0.13,7.07,0.9802,0.9815,0.1752,1025,29,1,29,250.71,128.43,-2.0
2024-08-14,S003,Central,P007,Household,2024,8,Wednesday,0,0,7.41,7.41,7.49,3.73,0.0,0,none,0.13,21.18,0.9802,0.9815,0.1752,1025,46,0,20,148.19,73.67,-1.2
2024-08-14,S003,Central,P008,Household,2024,8,Wednesday,0,0,12.61,10.72,11.85,6.37,0.15,1,percentage_discount,0.13,36.45,0.9802,0.9815,0.1752,1025,59,0,32,342.99,139.03,-1.5
2024-08-14,S003,Central,P009,Personal Care,2024,8,Wednesday,0,0,6.34,6.34,6.54,2.94,0.0,0,none,0.13,23.74,0.9802,0.9815,0.1752,1025,58,0,34,215.66,115.65,-1.3
2024-08-14,S003,Central,P010,Personal Care,2024,8,Wednesday,0,0,10.58,7.94,9.51,5.15,0.25,1,percentage_discount,0.13,50.62,0.9802,0.9815,0.1752,1025,41,1,41,325.35,114.28,-1.6
2024-08-14,S004,East,P001,Beverages,2024,8,Wednesday,0,0,4.3,4.3,4.61,2.06,0.0,0,none,0.16,30.52,0.9802,0.9815,0.1752,807,39,0,32,137.51,71.62,-1.8
2024-08-14,S004,East,P002,Beverages,2024,8,Wednesday,0,0,6.76,6.22,6.57,3.14,0.08,1,feature_display,0.16,45.71,0.9802,0.9815,0.1752,807,73,0,48,298.45,147.83,-2.1
2024-08-14,S004,East,P003,Beverages,2024,8,Wednesday,0,0,9.17,8.44,8.35,4.51,0.08,1,feature_display,0.16,49.15,0.9802,0.9815,0.1752,807,47,0,30,253.18,117.86,-2.4
2024-08-14,S004,East,P004,Grocery,2024,8,Wednesday,0,0,3.89,3.89,3.99,1.72,0.0,0,none,0.13,24.08,0.9802,0.9815,0.1752,807,51,1,51,198.48,110.96,-1.4
2024-08-14,S004,East,P005,Grocery,2024,8,Wednesday,0,0,4.96,4.96,5.28,2.5,0.0,0,none,0.13,19.62,0.9802,0.9815,0.1752,807,33,0,30,148.78,73.77,-1.7
2024-08-14,S004,East,P006,Grocery,2024,8,Wednesday,0,0,8.76,8.76,9.23,4.22,0.0,0,none,0.13,30.62,0.9802,0.9815,0.1752,807,46,0,32,280.31,145.38,-2.0
2024-08-14,S004,East,P007,Household,2024,8,Wednesday,0,0,6.93,6.37,6.35,3.73,0.08,1,feature_display,0.13,49.61,0.9802,0.9815,0.1752,807,23,1,23,146.61,60.91,-1.2
2024-08-14,S004,East,P008,Household,2024,8,Wednesday,0,0,12.46,12.46,12.68,6.37,0.0,0,none,0.13,19.47,0.9802,0.9815,0.1752,807,16,0,9,112.16,54.79,-1.5
2024-08-14,S004,East,P009,Personal Care,2024,8,Wednesday,0,0,6.22,4.66,5.25,2.94,0.25,1,percentage_discount,0.13,63.54,0.9802,0.9815,0.1752,807,57,0,45,209.84,77.47,-1.3
2024-08-14,S004,East,P010,Personal Care,2024,8,Wednesday,0,0,10.72,10.72,10.85,5.15,0.0,0,none,0.13,15.53,0.9802,0.9815,0.1752,807,21,0,17,182.21,94.69,-1.6
2024-08-14,S005,East,P001,Beverages,2024,8,Wednesday,0,0,4.34,4.34,4.26,2.06,0.0,0,none,0.16,32.65,0.9802,0.9815,0.1752,845,49,0,29,125.98,66.26,-1.8
